Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP008622,SUB008603,2024-12-12 06:10:55,2024-12-19 04:11:23,Customer reported: SIM activation problem. Issue observed in Noida area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008623,SUB039538,2024-11-29 13:28:49,2024-12-09 13:18:38,Customer reported: Voice call quality. Issue observed in Bhavnagar area. Ticket escalated to Level 2 support.,Voice call quality
CMP008624,SUB009463,2024-12-08 09:42:36,2024-12-11 10:34:48,Customer reported: OTP not received. Issue observed in Patiala area. Ticket escalated to Level 2 support.,OTP not received
CMP008625,SUB022854,2022-12-30 18:04:11,2023-01-12 10:06:37,Customer reported: SIM activation problem. Issue observed in Indore area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008626,SUB022460,2019-08-19 15:23:09,2019-08-29 19:55:28,Customer reported: Number portability. Issue observed in Lucknow area. Ticket escalated to Level 2 support.,Number portability
CMP008627,SUB042806,2021-04-02 12:28:03,2021-04-10 06:23:36,Customer reported: Recharge failure. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Recharge failure
CMP008628,SUB000272,2022-05-15 04:34:11,2022-05-27 21:59:43,Customer reported: Wrong deduction. Issue observed in Bellary area. Ticket escalated to Level 3 support.,Wrong deduction
CMP008629,SUB011212,2020-10-31 11:59:48,2020-11-07 00:32:25,Customer reported: Roaming issue. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,Roaming issue
CMP008630,SUB045813,2023-11-07 10:36:57,2023-11-10 20:20:25,Customer reported: Recharge failure. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Recharge failure
CMP008631,SUB035248,2024-05-15 16:32:29,2024-05-17 16:28:34,Customer reported: Poor network coverage. Issue observed in Madurai area. Ticket escalated to Level 2 support.,Poor network coverage
CMP008632,SUB024596,2024-01-14 12:09:38,2024-01-27 17:53:57,Customer reported: Call drops. Issue observed in Hubli area. Ticket escalated to Level 1 support.,Call drops
CMP008633,SUB037633,2024-02-28 05:21:52,2024-03-11 00:00:21,Customer reported: Voice call quality. Issue observed in Jalandhar area. Ticket escalated to Level 2 support.,Voice call quality
CMP008634,SUB034060,2019-03-14 22:48:40,2019-03-28 21:47:56,Customer reported: Voice call quality. Issue observed in Guntur area. Ticket escalated to Level 2 support.,Voice call quality
CMP008635,SUB038298,2024-01-11 20:53:54,2024-01-23 13:55:17,Customer reported: Customer service complaint. Issue observed in Meerut area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008636,SUB030245,2022-04-15 07:26:47,2022-04-27 21:40:40,Customer reported: OTP not received. Issue observed in Nagpur area. Ticket escalated to Level 1 support.,OTP not received
CMP008637,SUB021750,2022-01-08 17:13:57,2022-01-18 10:41:03,Customer reported: Recharge failure. Issue observed in Bikaner area. Ticket escalated to Level 2 support.,Recharge failure
CMP008638,SUB005061,2019-12-09 09:56:33,2019-12-18 11:18:32,Customer reported: Customer service complaint. Issue observed in Amritsar area. Ticket escalated to Level 3 support.,Customer service complaint
CMP008639,SUB020143,2024-10-31 12:58:10,2024-11-08 08:19:49,Customer reported: International call problem. Issue observed in Ghaziabad area. Ticket escalated to Level 1 support.,International call problem
CMP008640,SUB002213,2024-12-18 00:21:13,,Customer reported: Roaming issue. Issue observed in Vijayawada area. Ticket escalated to Level 2 support.,Roaming issue
CMP008641,SUB038767,2023-08-14 17:06:59,2023-08-26 05:26:06,Customer reported: OTP not received. Issue observed in Bhopal area. Ticket escalated to Level 1 support.,OTP not received
CMP008642,SUB031891,2023-09-30 10:29:46,,Customer reported: SIM activation problem. Issue observed in Kolhapur area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008643,SUB033331,2020-11-15 07:56:49,2020-11-19 04:19:29,Customer reported: Poor network coverage. Issue observed in Junagadh area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008644,SUB045979,2023-02-01 07:45:54,2023-02-02 10:34:45,Customer reported: Billing issue. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Billing issue
CMP008645,SUB015151,2018-10-03 11:57:30,2018-10-06 09:44:08,Customer reported: Number portability. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,Number portability
CMP008646,SUB015683,2024-07-01 16:05:02,2024-07-10 04:15:14,Customer reported: SIM activation problem. Issue observed in Bangalore area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008647,SUB022476,2024-08-04 12:14:13,2024-08-05 23:41:43,Customer reported: Roaming issue. Issue observed in Delhi area. Ticket escalated to Level 1 support.,Roaming issue
CMP008648,SUB042146,2023-02-04 03:45:18,,Customer reported: Call drops. Issue observed in Faridabad area. Ticket escalated to Level 1 support.,Call drops
CMP008649,SUB048954,2021-08-15 12:40:09,2021-08-22 11:35:47,Customer reported: Wrong deduction. Issue observed in Bhopal area. Ticket escalated to Level 1 support.,Wrong deduction
CMP008650,SUB034686,2019-11-24 18:49:41,2019-11-30 19:40:40,Customer reported: Poor network coverage. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Poor network coverage
CMP008651,SUB048851,2020-06-04 19:11:09,2020-06-15 11:32:05,Customer reported: Data not credited. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,Data not credited
CMP008652,SUB041270,2024-07-04 11:11:29,2024-07-06 01:37:43,Customer reported: International call problem. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,International call problem
CMP008653,SUB005315,2024-12-30 10:56:30,,Customer reported: OTP not received. Issue observed in Solapur area. Ticket escalated to Level 1 support.,OTP not received
CMP008654,SUB013745,2020-10-30 10:12:11,2020-11-07 22:53:18,Customer reported: Number portability. Issue observed in Mangalore area. Ticket escalated to Level 1 support.,Number portability
CMP008655,SUB023706,2023-11-29 00:17:04,2023-12-03 22:42:19,Customer reported: Portability delay. Issue observed in Chennai area. Ticket escalated to Level 3 support.,Portability delay
CMP008656,SUB003000,2022-08-20 14:37:38,2022-08-29 06:25:48,Customer reported: Slow internet speed. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,Slow internet speed
CMP008657,SUB036987,2023-05-26 03:17:48,2023-06-03 12:17:03,Customer reported: Wrong deduction. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008658,SUB023523,2020-05-22 04:36:58,,Customer reported: Portability delay. Issue observed in Meerut area. Ticket escalated to Level 1 support.,Portability delay
CMP008659,SUB011022,2024-02-19 01:10:08,2024-03-03 14:15:51,Customer reported: Data not credited. Issue observed in Jabalpur area. Ticket escalated to Level 3 support.,Data not credited
CMP008660,SUB015492,2024-08-27 02:15:24,2024-09-07 03:45:32,Customer reported: International call problem. Issue observed in Mysore area. Ticket escalated to Level 2 support.,International call problem
CMP008661,SUB025920,2021-12-22 00:31:19,2021-12-23 12:17:52,Customer reported: Customer service complaint. Issue observed in Amritsar area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008662,SUB004930,2023-09-24 20:08:12,2023-10-07 10:08:32,Customer reported: Customer service complaint. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008663,SUB015412,2019-08-26 05:54:58,,Customer reported: International call problem. Issue observed in Ajmer area. Ticket escalated to Level 3 support.,International call problem
CMP008664,SUB029679,2019-11-05 07:58:26,2019-11-12 17:59:37,Customer reported: OTP not received. Issue observed in Junagadh area. Ticket escalated to Level 3 support.,OTP not received
CMP008665,SUB010662,2024-09-13 04:14:37,2024-09-26 21:17:05,Customer reported: Roaming issue. Issue observed in Ludhiana area. Ticket escalated to Level 2 support.,Roaming issue
CMP008666,SUB039573,2024-02-09 19:24:48,2024-02-22 13:26:48,Customer reported: Roaming issue. Issue observed in Pune area. Ticket escalated to Level 1 support.,Roaming issue
CMP008667,SUB025796,2024-12-15 17:41:15,2024-12-20 04:13:30,Customer reported: OTP not received. Issue observed in Indore area. Ticket escalated to Level 2 support.,OTP not received
CMP008668,SUB003636,2023-04-04 22:20:34,,Customer reported: International call problem. Issue observed in Aurangabad area. Ticket escalated to Level 2 support.,International call problem
CMP008669,SUB029148,2020-02-08 13:57:18,2020-02-22 08:48:45,Customer reported: Number portability. Issue observed in Chennai area. Ticket escalated to Level 3 support.,Number portability
CMP008670,SUB042713,2019-07-17 13:31:30,,Customer reported: International call problem. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,International call problem
CMP008671,SUB004339,2023-03-17 23:58:13,,Customer reported: Slow internet speed. Issue observed in Ludhiana area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008672,SUB002898,2019-09-02 22:36:50,2019-09-16 22:30:20,Customer reported: Poor network coverage. Issue observed in Salem area. Ticket escalated to Level 2 support.,Poor network coverage
CMP008673,SUB032269,2024-11-15 12:44:10,2024-11-23 15:35:34,Customer reported: Wrong deduction. Issue observed in Mumbai area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008674,SUB007327,2022-05-02 21:09:56,2022-05-15 05:11:58,Customer reported: Wrong deduction. Issue observed in Bellary area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008675,SUB026223,2020-10-01 00:41:26,2020-10-12 14:48:26,Customer reported: Billing issue. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,Billing issue
CMP008676,SUB016612,2022-08-05 22:41:04,2022-08-11 20:21:49,Customer reported: Poor network coverage. Issue observed in Patiala area. Ticket escalated to Level 2 support.,Poor network coverage
CMP008677,SUB027809,2022-05-28 03:37:25,2022-06-09 07:45:27,Customer reported: OTP not received. Issue observed in Jodhpur area. Ticket escalated to Level 3 support.,OTP not received
CMP008678,SUB024604,2022-01-03 13:28:29,2022-01-07 01:35:52,Customer reported: Billing issue. Issue observed in Mumbai area. Ticket escalated to Level 2 support.,Billing issue
CMP008679,SUB000274,2023-08-26 06:36:00,2023-09-03 16:24:27,Customer reported: Call drops. Issue observed in Indore area. Ticket escalated to Level 3 support.,Call drops
CMP008680,SUB037918,2023-09-09 02:34:28,2023-09-21 13:36:27,Customer reported: Slow internet speed. Issue observed in Warangal area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008681,SUB041184,2024-01-06 20:51:01,2024-01-17 02:46:34,Customer reported: Voice call quality. Issue observed in Gurgaon area. Ticket escalated to Level 2 support.,Voice call quality
CMP008682,SUB034244,2019-07-13 09:43:53,,Customer reported: Portability delay. Issue observed in Vijayawada area. Ticket escalated to Level 1 support.,Portability delay
CMP008683,SUB029290,2024-11-02 21:38:41,2024-11-07 07:37:15,Customer reported: Recharge failure. Issue observed in Solapur area. Ticket escalated to Level 1 support.,Recharge failure
CMP008684,SUB035426,2023-12-26 14:05:52,2023-12-28 15:52:45,Customer reported: Call drops. Issue observed in Nagpur area. Ticket escalated to Level 1 support.,Call drops
CMP008685,SUB014267,2021-05-19 11:28:38,2021-05-23 13:46:24,Customer reported: SIM activation problem. Issue observed in Jabalpur area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008686,SUB039758,2019-01-09 16:30:09,2019-01-11 14:22:33,Customer reported: Wrong deduction. Issue observed in Pune area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008687,SUB004699,2021-10-28 10:53:58,2021-11-05 16:39:55,Customer reported: Slow internet speed. Issue observed in Indore area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008688,SUB035189,2022-01-31 08:37:14,2022-02-12 08:54:05,Customer reported: Voice call quality. Issue observed in Lucknow area. Ticket escalated to Level 3 support.,Voice call quality
CMP008689,SUB048171,2022-04-06 11:25:44,2022-04-09 01:14:03,Customer reported: Roaming issue. Issue observed in Noida area. Ticket escalated to Level 1 support.,Roaming issue
CMP008690,SUB011909,2024-12-05 18:30:57,2024-12-08 01:44:30,Customer reported: Data not credited. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Data not credited
CMP008691,SUB042651,2023-01-15 22:17:33,2023-01-24 14:14:14,Customer reported: OTP not received. Issue observed in Jaipur area. Ticket escalated to Level 2 support.,OTP not received
CMP008692,SUB036028,2022-11-20 19:48:50,2022-11-25 19:10:24,Customer reported: OTP not received. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,OTP not received
CMP008693,SUB023878,2022-05-19 05:43:26,2022-06-01 13:43:12,Customer reported: OTP not received. Issue observed in Ludhiana area. Ticket escalated to Level 2 support.,OTP not received
CMP008694,SUB011104,2024-11-21 11:15:51,2024-12-02 18:31:05,Customer reported: Data not credited. Issue observed in Bhavnagar area. Ticket escalated to Level 3 support.,Data not credited
CMP008695,SUB006145,2023-12-10 17:58:01,2023-12-17 06:43:53,Customer reported: Poor network coverage. Issue observed in Hubli area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008696,SUB036312,2021-03-12 01:59:20,2021-03-14 00:33:15,Customer reported: Wrong deduction. Issue observed in Bhopal area. Ticket escalated to Level 3 support.,Wrong deduction
CMP008697,SUB004791,2023-07-19 18:39:56,2023-08-02 04:39:32,Customer reported: International call problem. Issue observed in Solapur area. Ticket escalated to Level 2 support.,International call problem
CMP008698,SUB015490,2020-07-27 14:37:46,,Customer reported: Wrong deduction. Issue observed in Indore area. Ticket escalated to Level 1 support.,Wrong deduction
CMP008699,SUB019177,2020-09-06 04:28:36,2020-09-07 15:00:44,Customer reported: Wrong deduction. Issue observed in Mumbai area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008700,SUB024079,2024-07-05 16:16:12,2024-07-18 03:11:39,Customer reported: Roaming issue. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Roaming issue
CMP008701,SUB020258,2024-12-26 07:54:37,,Customer reported: Voice call quality. Issue observed in Kolhapur area. Ticket escalated to Level 2 support.,Voice call quality
CMP008702,SUB022989,2024-12-30 03:10:53,,Customer reported: Recharge failure. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Recharge failure
CMP008703,SUB029181,2021-05-05 01:43:47,2021-05-13 05:23:30,Customer reported: International call problem. Issue observed in Solapur area. Ticket escalated to Level 1 support.,International call problem
CMP008704,SUB005714,2022-08-21 12:24:54,2022-08-29 10:31:27,Customer reported: Data not credited. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Data not credited
CMP008705,SUB017224,2020-03-12 19:51:37,2020-03-25 23:38:09,Customer reported: Call drops. Issue observed in Gandhinagar area. Ticket escalated to Level 1 support.,Call drops
CMP008706,SUB038278,2021-04-07 14:20:56,2021-04-08 15:25:08,Customer reported: Call drops. Issue observed in Gurgaon area. Ticket escalated to Level 2 support.,Call drops
CMP008707,SUB030609,2018-02-26 19:12:24,2018-03-03 17:27:06,Customer reported: Data not credited. Issue observed in Mangalore area. Ticket escalated to Level 3 support.,Data not credited
CMP008708,SUB025194,2023-06-20 06:57:41,2023-06-25 18:39:55,Customer reported: Number portability. Issue observed in Bellary area. Ticket escalated to Level 3 support.,Number portability
CMP008709,SUB016014,2019-11-22 02:25:57,2019-11-30 20:48:38,Customer reported: Customer service complaint. Issue observed in Nashik area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008710,SUB035543,2020-10-27 07:46:16,2020-11-10 04:24:55,Customer reported: Recharge failure. Issue observed in Howrah area. Ticket escalated to Level 2 support.,Recharge failure
CMP008711,SUB032194,2019-11-21 18:50:25,2019-11-23 23:51:02,Customer reported: Voice call quality. Issue observed in Surat area. Ticket escalated to Level 2 support.,Voice call quality
CMP008712,SUB026497,2019-08-13 03:11:57,2019-08-14 21:52:34,Customer reported: Call drops. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,Call drops
CMP008713,SUB021693,2023-02-26 18:18:50,2023-02-28 03:50:59,Customer reported: OTP not received. Issue observed in Indore area. Ticket escalated to Level 2 support.,OTP not received
CMP008714,SUB018687,2021-10-27 06:29:49,2021-11-04 19:54:38,Customer reported: Slow internet speed. Issue observed in Bhavnagar area. Ticket escalated to Level 1 support.,Slow internet speed
CMP008715,SUB010742,2023-10-19 17:38:55,2023-10-27 15:48:57,Customer reported: SIM activation problem. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008716,SUB040741,2024-11-21 02:12:38,2024-12-01 23:54:33,Customer reported: Poor network coverage. Issue observed in Solapur area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008717,SUB007393,2024-06-26 16:24:52,2024-06-29 11:17:15,Customer reported: OTP not received. Issue observed in Delhi area. Ticket escalated to Level 2 support.,OTP not received
CMP008718,SUB039967,2022-06-17 16:12:13,2022-06-26 07:02:36,Customer reported: Billing issue. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,Billing issue
CMP008719,SUB039669,2021-07-01 00:53:34,2021-07-13 20:33:45,Customer reported: Roaming issue. Issue observed in Asansol area. Ticket escalated to Level 2 support.,Roaming issue
CMP008720,SUB033712,2020-03-19 18:14:53,2020-03-28 10:31:39,Customer reported: Customer service complaint. Issue observed in Bikaner area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008721,SUB024021,2020-12-03 02:33:24,2020-12-05 01:40:56,Customer reported: SIM activation problem. Issue observed in Aurangabad area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008722,SUB044033,2018-11-19 07:37:14,2018-12-02 22:03:00,Customer reported: Roaming issue. Issue observed in Salem area. Ticket escalated to Level 3 support.,Roaming issue
CMP008723,SUB049346,2022-02-09 07:47:16,2022-02-18 20:34:32,Customer reported: Billing issue. Issue observed in Agra area. Ticket escalated to Level 1 support.,Billing issue
CMP008724,SUB048470,2020-06-28 13:40:58,2020-07-03 05:15:14,Customer reported: OTP not received. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,OTP not received
CMP008725,SUB022564,2023-09-18 20:57:13,2023-10-02 06:34:36,Customer reported: Portability delay. Issue observed in Solapur area. Ticket escalated to Level 3 support.,Portability delay
CMP008726,SUB003355,2023-02-28 03:25:22,2023-03-02 03:57:42,Customer reported: International call problem. Issue observed in Jabalpur area. Ticket escalated to Level 3 support.,International call problem
CMP008727,SUB004295,2023-08-17 06:06:17,,Customer reported: SIM activation problem. Issue observed in Asansol area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008728,SUB033500,2022-07-20 17:54:13,2022-07-29 19:14:08,Customer reported: Number portability. Issue observed in Tiruchirappalli area. Ticket escalated to Level 2 support.,Number portability
CMP008729,SUB011600,2024-01-01 10:26:24,2024-01-07 16:02:11,Customer reported: SIM activation problem. Issue observed in Mumbai area. Ticket escalated to Level 2 support.,SIM activation problem
CMP008730,SUB023260,2020-12-17 21:21:33,2020-12-22 10:21:21,Customer reported: SIM activation problem. Issue observed in Visakhapatnam area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008731,SUB039790,2023-02-06 02:58:12,2023-02-15 05:23:21,Customer reported: Billing issue. Issue observed in Kolhapur area. Ticket escalated to Level 2 support.,Billing issue
CMP008732,SUB020822,2024-11-18 15:00:53,2024-11-30 07:41:18,Customer reported: SIM activation problem. Issue observed in Kolhapur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008733,SUB033440,2019-12-10 19:29:29,2019-12-15 01:02:29,Customer reported: Roaming issue. Issue observed in Kota area. Ticket escalated to Level 3 support.,Roaming issue
CMP008734,SUB041042,2019-02-04 04:59:54,2019-02-06 08:37:25,Customer reported: Number portability. Issue observed in Chandigarh area. Ticket escalated to Level 3 support.,Number portability
CMP008735,SUB033454,2023-01-06 17:32:09,,Customer reported: Roaming issue. Issue observed in Faridabad area. Ticket escalated to Level 2 support.,Roaming issue
CMP008736,SUB011113,2024-11-22 23:36:42,2024-12-05 13:39:13,Customer reported: Call drops. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Call drops
CMP008737,SUB028550,2022-09-11 04:10:34,2022-09-16 09:26:59,Customer reported: Number portability. Issue observed in Gurgaon area. Ticket escalated to Level 2 support.,Number portability
CMP008738,SUB013217,2020-02-08 02:54:55,,Customer reported: Billing issue. Issue observed in Jalandhar area. Ticket escalated to Level 3 support.,Billing issue
CMP008739,SUB047505,2023-12-10 20:12:27,2023-12-12 23:52:10,Customer reported: Poor network coverage. Issue observed in Aurangabad area. Ticket escalated to Level 2 support.,Poor network coverage
CMP008740,SUB012886,2021-02-16 03:45:23,2021-02-28 03:38:21,Customer reported: Portability delay. Issue observed in Indore area. Ticket escalated to Level 2 support.,Portability delay
CMP008741,SUB022468,2021-11-06 20:40:13,2021-11-20 18:53:42,Customer reported: Number portability. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Number portability
CMP008742,SUB020358,2023-12-11 09:44:57,,Customer reported: Data not credited. Issue observed in Mangalore area. Ticket escalated to Level 3 support.,Data not credited
CMP008743,SUB021359,2019-02-04 23:51:37,,Customer reported: Portability delay. Issue observed in Nashik area. Ticket escalated to Level 1 support.,Portability delay
CMP008744,SUB013766,2019-05-03 15:46:11,2019-05-09 10:41:38,Customer reported: Roaming issue. Issue observed in Bikaner area. Ticket escalated to Level 1 support.,Roaming issue
CMP008745,SUB013882,2019-12-01 23:27:18,2019-12-15 14:28:31,Customer reported: Data not credited. Issue observed in Howrah area. Ticket escalated to Level 3 support.,Data not credited
CMP008746,SUB048924,2022-01-11 02:29:44,2022-01-20 21:34:39,Customer reported: Roaming issue. Issue observed in Bikaner area. Ticket escalated to Level 2 support.,Roaming issue
CMP008747,SUB029800,2024-12-13 11:48:07,2024-12-14 11:49:37,Customer reported: Recharge failure. Issue observed in Mangalore area. Ticket escalated to Level 2 support.,Recharge failure
CMP008748,SUB036441,2024-11-25 12:21:51,2024-12-01 12:47:30,Customer reported: Customer service complaint. Issue observed in Hyderabad area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008749,SUB026113,2024-02-11 23:36:30,2024-02-18 22:45:00,Customer reported: Voice call quality. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Voice call quality
CMP008750,SUB025170,2023-02-08 15:11:28,2023-02-18 20:07:10,Customer reported: International call problem. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,International call problem
CMP008751,SUB005331,2024-09-09 23:38:23,2024-09-18 11:40:27,Customer reported: Roaming issue. Issue observed in Bikaner area. Ticket escalated to Level 1 support.,Roaming issue
CMP008752,SUB037359,2019-06-25 02:24:46,2019-06-28 22:26:30,Customer reported: Call drops. Issue observed in Asansol area. Ticket escalated to Level 1 support.,Call drops
CMP008753,SUB015227,2022-01-23 16:10:40,2022-02-04 13:45:30,Customer reported: SIM activation problem. Issue observed in Meerut area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008754,SUB024415,2022-10-22 05:48:17,2022-11-04 09:55:16,Customer reported: Voice call quality. Issue observed in Meerut area. Ticket escalated to Level 3 support.,Voice call quality
CMP008755,SUB048490,2020-09-16 19:11:36,2020-09-23 23:47:22,Customer reported: SIM activation problem. Issue observed in Vadodara area. Ticket escalated to Level 2 support.,SIM activation problem
CMP008756,SUB049007,2022-10-11 13:06:38,2022-10-23 12:11:10,Customer reported: Customer service complaint. Issue observed in Siliguri area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008757,SUB040313,2024-09-27 15:52:42,,Customer reported: International call problem. Issue observed in Vadodara area. Ticket escalated to Level 3 support.,International call problem
CMP008758,SUB031272,2024-01-11 23:57:30,2024-01-15 21:36:11,Customer reported: Roaming issue. Issue observed in Siliguri area. Ticket escalated to Level 3 support.,Roaming issue
CMP008759,SUB014620,2024-01-01 19:17:52,2024-01-04 05:55:00,Customer reported: Voice call quality. Issue observed in Solapur area. Ticket escalated to Level 3 support.,Voice call quality
CMP008760,SUB006597,2020-09-08 12:50:18,,Customer reported: Voice call quality. Issue observed in Amritsar area. Ticket escalated to Level 2 support.,Voice call quality
CMP008761,SUB003545,2020-05-05 02:57:27,2020-05-06 16:10:59,Customer reported: Data not credited. Issue observed in Bikaner area. Ticket escalated to Level 3 support.,Data not credited
CMP008762,SUB002477,2024-11-03 12:03:15,2024-11-13 07:21:49,Customer reported: Customer service complaint. Issue observed in Kolkata area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008763,SUB038880,2021-01-24 12:29:50,2021-02-05 22:30:25,Customer reported: Portability delay. Issue observed in Patiala area. Ticket escalated to Level 2 support.,Portability delay
CMP008764,SUB048965,2024-02-13 02:03:53,2024-02-20 21:17:49,Customer reported: SIM activation problem. Issue observed in Warangal area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008765,SUB020400,2022-07-25 04:45:07,2022-08-02 18:59:39,Customer reported: Call drops. Issue observed in Ludhiana area. Ticket escalated to Level 3 support.,Call drops
CMP008766,SUB029352,2021-05-05 00:00:53,2021-05-12 07:38:15,Customer reported: Recharge failure. Issue observed in Gwalior area. Ticket escalated to Level 2 support.,Recharge failure
CMP008767,SUB024072,2023-07-11 17:42:50,2023-07-23 06:48:09,Customer reported: Portability delay. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,Portability delay
CMP008768,SUB023454,2021-01-09 00:17:36,2021-01-14 06:24:18,Customer reported: Call drops. Issue observed in Jabalpur area. Ticket escalated to Level 3 support.,Call drops
CMP008769,SUB039661,2021-09-09 15:23:11,2021-09-22 03:36:18,Customer reported: Wrong deduction. Issue observed in Vadodara area. Ticket escalated to Level 1 support.,Wrong deduction
CMP008770,SUB023647,2024-09-23 13:11:07,2024-10-02 14:27:44,Customer reported: International call problem. Issue observed in Delhi area. Ticket escalated to Level 1 support.,International call problem
CMP008771,SUB000749,2020-01-19 16:25:10,2020-02-02 09:34:11,Customer reported: Recharge failure. Issue observed in Visakhapatnam area. Ticket escalated to Level 3 support.,Recharge failure
CMP008772,SUB031902,2020-12-15 22:42:10,,Customer reported: SIM activation problem. Issue observed in Asansol area. Ticket escalated to Level 2 support.,SIM activation problem
CMP008773,SUB047738,2024-08-30 03:40:28,2024-09-12 01:56:13,Customer reported: Slow internet speed. Issue observed in Pune area. Ticket escalated to Level 2 support.,Slow internet speed
CMP008774,SUB019035,2022-12-10 16:13:16,2022-12-15 20:19:42,Customer reported: Slow internet speed. Issue observed in Lucknow area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008775,SUB033434,2020-04-01 19:27:48,2020-04-14 17:39:24,Customer reported: Billing issue. Issue observed in Nashik area. Ticket escalated to Level 3 support.,Billing issue
CMP008776,SUB005385,2023-03-04 21:18:28,2023-03-13 04:28:28,Customer reported: Voice call quality. Issue observed in Bangalore area. Ticket escalated to Level 1 support.,Voice call quality
CMP008777,SUB024756,2022-03-05 08:57:02,,Customer reported: Portability delay. Issue observed in Ludhiana area. Ticket escalated to Level 1 support.,Portability delay
CMP008778,SUB009708,2022-04-12 20:29:48,2022-04-24 01:19:11,Customer reported: Customer service complaint. Issue observed in Madurai area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008779,SUB047926,2023-03-16 22:58:51,2023-03-30 08:20:02,Customer reported: Voice call quality. Issue observed in Coimbatore area. Ticket escalated to Level 3 support.,Voice call quality
CMP008780,SUB010594,2022-12-06 01:37:04,2022-12-19 16:47:23,Customer reported: Recharge failure. Issue observed in Kolkata area. Ticket escalated to Level 2 support.,Recharge failure
CMP008781,SUB032552,2022-02-07 14:34:25,2022-02-19 23:31:20,Customer reported: Customer service complaint. Issue observed in Jodhpur area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008782,SUB034508,2024-11-10 02:43:43,2024-11-13 23:41:02,Customer reported: Roaming issue. Issue observed in Chandigarh area. Ticket escalated to Level 3 support.,Roaming issue
CMP008783,SUB040704,2024-12-23 09:47:46,2024-12-25 09:02:00,Customer reported: Poor network coverage. Issue observed in Rajkot area. Ticket escalated to Level 2 support.,Poor network coverage
CMP008784,SUB025565,2019-05-11 19:51:02,,Customer reported: Voice call quality. Issue observed in Jalandhar area. Ticket escalated to Level 3 support.,Voice call quality
CMP008785,SUB044394,2018-09-24 22:34:34,2018-09-26 04:26:54,Customer reported: Number portability. Issue observed in Visakhapatnam area. Ticket escalated to Level 3 support.,Number portability
CMP008786,SUB032837,2022-09-12 08:41:59,2022-09-18 17:19:05,Customer reported: Billing issue. Issue observed in Hubli area. Ticket escalated to Level 2 support.,Billing issue
