Tower_id,capacity,covrage_area,location,Tower_status
2217,200,Rural,"Bhavnagar, Gujarat — Sector 1",active
2218,1000,Residential,"Pune, Maharashtra — Sector 34",active
2219,1000,Residential,"Coimbatore, Tamil Nadu — Sector 37",active
2220,750,Industrial,"Hyderabad, Telangana — Sector 36",active
2221,1000,Residential,"Pune, Maharashtra — Sector 40",active
2222,750,Rural,"Vijayawada, Andhra Pradesh — Sector 25",active
2223,300,Mall,"Tiruchirappalli, Tamil Nadu — Sector 21",active
2224,100,Residential,"Madurai, Tamil Nadu — Sector 49",maintenance
2225,500,Urban,"Bhavnagar, Gujarat — Sector 18",active
2226,500,Suburban,"Lucknow, Uttar Pradesh — Sector 9",active
2227,750,Commercial,"Kolkata, West Bengal — Sector 31",inactive
2228,200,Residential,"Jalandhar, Punjab — Sector 10",active
2229,100,Suburban,"Mumbai, Maharashtra — Sector 9",active
2230,300,Mall,"Nagpur, Maharashtra — Sector 42",active
2231,100,Railway Station,"Bhopal, Madhya Pradesh — Sector 19",active
2232,200,Highway,"Kolhapur, Maharashtra — Sector 22",active
2233,300,Airport,"Hyderabad, Telangana — Sector 26",active
2234,750,Suburban,"Warangal, Telangana — Sector 22",active
2235,1000,Industrial,"Gwalior, Madhya Pradesh — Sector 4",active
2236,300,Industrial,"Bhopal, Madhya Pradesh — Sector 30",active
2237,1000,Rural,"Madurai, Tamil Nadu — Sector 36",active
2238,750,Airport,"Mumbai, Maharashtra — Sector 43",maintenance
2239,500,Suburban,"Junagadh, Gujarat — Sector 29",active
2240,500,Commercial,"Siliguri, West Bengal — Sector 1",active
2241,300,Urban,"Tiruchirappalli, Tamil Nadu — Sector 14",active
2242,500,Residential,"Bhopal, Madhya Pradesh — Sector 13",active
2243,1000,Suburban,"Lucknow, Uttar Pradesh — Sector 16",active
2244,300,Commercial,"Durgapur, West Bengal — Sector 6",active
2245,200,Mall,"Mangalore, Karnataka — Sector 25",active
2246,500,Residential,"Kolhapur, Maharashtra — Sector 3",active
2247,1000,Mall,"Pune, Maharashtra — Sector 20",active
2248,500,Rural,"Aurangabad, Maharashtra — Sector 31",active
2249,500,Residential,"Mysore, Karnataka — Sector 13",active
2250,100,Mall,"Hyderabad, Telangana — Sector 41",active
2251,100,Residential,"Bhopal, Madhya Pradesh — Sector 10",active
2252,200,Rural,"Udaipur, Rajasthan — Sector 40",active
2253,200,Commercial,"Howrah, West Bengal — Sector 32",active
2254,200,Suburban,"Faridabad, Haryana — Sector 41",active
2255,1000,Residential,"Nashik, Maharashtra — Sector 4",active
2256,750,Urban,"Rajkot, Gujarat — Sector 30",active
2257,300,Residential,"Mysore, Karnataka — Sector 48",active
2258,200,Airport,"Bikaner, Rajasthan — Sector 2",active
2259,500,Airport,"Ajmer, Rajasthan — Sector 11",active
2260,300,Highway,"Howrah, West Bengal — Sector 10",active
2261,300,Airport,"Kolhapur, Maharashtra — Sector 49",active
2262,200,Mall,"Hubli, Karnataka — Sector 45",active
2263,750,Rural,"Jaipur, Rajasthan — Sector 43",active
2264,200,Airport,"Surat, Gujarat — Sector 38",active
2265,200,Rural,"Gurgaon, Haryana — Sector 7",active
2266,750,Highway,"Coimbatore, Tamil Nadu — Sector 12",active
2267,100,Rural,"Agra, Uttar Pradesh — Sector 46",active
2268,300,Highway,"Nagpur, Maharashtra — Sector 43",active
2269,1000,Railway Station,"Noida, Uttar Pradesh — Sector 49",active
2270,500,Commercial,"Kota, Rajasthan — Sector 5",active
2271,100,Industrial,"Nashik, Maharashtra — Sector 47",maintenance
2272,100,Railway Station,"Gurgaon, Haryana — Sector 13",active
2273,1000,Residential,"Jalandhar, Punjab — Sector 30",active
2274,500,Mall,"Gurgaon, Haryana — Sector 4",active
2275,1000,Industrial,"Bangalore, Karnataka — Sector 48",active
2276,750,Industrial,"Ajmer, Rajasthan — Sector 11",active
2277,750,Industrial,"Thane, Maharashtra — Sector 7",active
2278,200,Railway Station,"Madurai, Tamil Nadu — Sector 17",active
2279,500,Mall,"Gurgaon, Haryana — Sector 28",active
2280,500,Suburban,"Jamnagar, Gujarat — Sector 7",active
2281,500,Residential,"Pune, Maharashtra — Sector 28",active
2282,1000,Industrial,"Bikaner, Rajasthan — Sector 2",active
2283,300,Mall,"Kolkata, West Bengal — Sector 37",active
2284,750,Airport,"Mangalore, Karnataka — Sector 26",active
2285,200,Suburban,"Ghaziabad, Uttar Pradesh — Sector 41",active
2286,1000,Urban,"Warangal, Telangana — Sector 5",active
2287,750,Residential,"Surat, Gujarat — Sector 44",active
2288,1000,Highway,"Bangalore, Karnataka — Sector 30",active
2289,750,Rural,"Delhi, Delhi — Sector 13",active
2290,200,Railway Station,"Vadodara, Gujarat — Sector 10",active
2291,1000,Mall,"Lucknow, Uttar Pradesh — Sector 7",active
2292,200,Highway,"Solapur, Maharashtra — Sector 24",active
2293,500,Commercial,"Chennai, Tamil Nadu — Sector 1",active
2294,1000,Suburban,"Madurai, Tamil Nadu — Sector 42",active
2295,1000,Urban,"Jaipur, Rajasthan — Sector 17",active
2296,100,Mall,"Vadodara, Gujarat — Sector 13",active
2297,500,Mall,"Rajkot, Gujarat — Sector 2",active
2298,500,Airport,"Patiala, Punjab — Sector 18",maintenance
2299,200,Residential,"Indore, Madhya Pradesh — Sector 6",active
2300,500,Mall,"Meerut, Uttar Pradesh — Sector 10",inactive
2301,100,Urban,"Amritsar, Punjab — Sector 30",active
2302,300,Commercial,"Nagpur, Maharashtra — Sector 1",active
2303,300,Rural,"Noida, Uttar Pradesh — Sector 14",active
2304,500,Commercial,"Meerut, Uttar Pradesh — Sector 33",active
2305,100,Urban,"Patiala, Punjab — Sector 12",active
2306,750,Suburban,"Meerut, Uttar Pradesh — Sector 37",inactive
2307,1000,Industrial,"Noida, Uttar Pradesh — Sector 2",active
2308,300,Commercial,"Chennai, Tamil Nadu — Sector 14",active
2309,750,Residential,"Solapur, Maharashtra — Sector 10",active
2310,200,Highway,"Agra, Uttar Pradesh — Sector 47",active
2311,300,Airport,"Gwalior, Madhya Pradesh — Sector 22",active
2312,300,Mall,"Madurai, Tamil Nadu — Sector 2",active
2313,200,Railway Station,"Kolkata, West Bengal — Sector 33",active
2314,750,Rural,"Asansol, West Bengal — Sector 43",active
2315,500,Industrial,"Junagadh, Gujarat — Sector 35",active
2316,750,Mall,"Ujjain, Madhya Pradesh — Sector 47",active
2317,300,Industrial,"Indore, Madhya Pradesh — Sector 33",active
2318,200,Airport,"Hubli, Karnataka — Sector 23",active
2319,500,Rural,"Madurai, Tamil Nadu — Sector 7",active
2320,300,Residential,"Mangalore, Karnataka — Sector 8",active
2321,500,Mall,"Jabalpur, Madhya Pradesh — Sector 11",active
2322,500,Rural,"Mysore, Karnataka — Sector 10",active
2323,500,Commercial,"Vijayawada, Andhra Pradesh — Sector 34",active
2324,750,Railway Station,"Chandigarh, Punjab — Sector 47",active
2325,1000,Residential,"Agra, Uttar Pradesh — Sector 35",active
2326,300,Commercial,"Gurgaon, Haryana — Sector 17",maintenance
2327,200,Residential,"Howrah, West Bengal — Sector 44",active
2328,300,Commercial,"Coimbatore, Tamil Nadu — Sector 31",active
2329,1000,Suburban,"Bellary, Karnataka — Sector 21",active
2330,200,Commercial,"Hyderabad, Telangana — Sector 16",active
2331,300,Highway,"Jamnagar, Gujarat — Sector 9",active
2332,300,Airport,"Jabalpur, Madhya Pradesh — Sector 34",active
2333,500,Railway Station,"Visakhapatnam, Andhra Pradesh — Sector 11",active
2334,750,Mall,"Guntur, Andhra Pradesh — Sector 20",active
2335,750,Urban,"Jamnagar, Gujarat — Sector 5",active
2336,500,Airport,"Asansol, West Bengal — Sector 41",active
2337,1000,Airport,"Jabalpur, Madhya Pradesh — Sector 6",active
2338,750,Industrial,"Hubli, Karnataka — Sector 35",active
2339,100,Rural,"Gwalior, Madhya Pradesh — Sector 43",active
2340,200,Urban,"Vijayawada, Andhra Pradesh — Sector 37",active
2341,750,Residential,"Gwalior, Madhya Pradesh — Sector 47",inactive
2342,1000,Urban,"Salem, Tamil Nadu — Sector 49",active
2343,500,Residential,"Pune, Maharashtra — Sector 31",active
2344,300,Commercial,"Pune, Maharashtra — Sector 25",active
2345,750,Residential,"Bikaner, Rajasthan — Sector 40",maintenance
2346,300,Highway,"Ghaziabad, Uttar Pradesh — Sector 42",active
2347,500,Highway,"Chennai, Tamil Nadu — Sector 38",maintenance
2348,500,Airport,"Madurai, Tamil Nadu — Sector 40",active
2349,1000,Airport,"Noida, Uttar Pradesh — Sector 19",active
2350,500,Commercial,"Gwalior, Madhya Pradesh — Sector 25",active
2351,300,Mall,"Bhavnagar, Gujarat — Sector 13",active
2352,100,Mall,"Jodhpur, Rajasthan — Sector 49",active
2353,750,Suburban,"Ludhiana, Punjab — Sector 44",inactive
2354,750,Highway,"Surat, Gujarat — Sector 7",maintenance
2355,100,Commercial,"Gwalior, Madhya Pradesh — Sector 42",active
2356,300,Railway Station,"Jodhpur, Rajasthan — Sector 24",maintenance
2357,1000,Airport,"Nashik, Maharashtra — Sector 37",active
2358,100,Urban,"Surat, Gujarat — Sector 26",active
2359,1000,Suburban,"Durgapur, West Bengal — Sector 37",active
2360,500,Highway,"Noida, Uttar Pradesh — Sector 48",active
2361,1000,Urban,"Jodhpur, Rajasthan — Sector 13",inactive
2362,1000,Highway,"Ludhiana, Punjab — Sector 29",active
2363,300,Suburban,"Gwalior, Madhya Pradesh — Sector 41",active
2364,300,Suburban,"Kolkata, West Bengal — Sector 38",active
2365,100,Railway Station,"Mysore, Karnataka — Sector 43",active
2366,1000,Suburban,"Jalandhar, Punjab — Sector 15",active
2367,300,Highway,"Howrah, West Bengal — Sector 7",active
2368,200,Airport,"Madurai, Tamil Nadu — Sector 12",active
2369,750,Rural,"Indore, Madhya Pradesh — Sector 2",maintenance
2370,300,Suburban,"Aurangabad, Maharashtra — Sector 46",active
2371,750,Commercial,"Jamnagar, Gujarat — Sector 15",active
2372,500,Industrial,"Gandhinagar, Gujarat — Sector 40",active
2373,1000,Rural,"Guntur, Andhra Pradesh — Sector 46",active
2374,200,Airport,"Bikaner, Rajasthan — Sector 20",active
2375,500,Rural,"Ajmer, Rajasthan — Sector 47",active
2376,750,Residential,"Kolkata, West Bengal — Sector 49",active
2377,100,Residential,"Kolhapur, Maharashtra — Sector 47",active
2378,200,Commercial,"Bhavnagar, Gujarat — Sector 1",active
2379,1000,Industrial,"Gwalior, Madhya Pradesh — Sector 34",active
2380,750,Rural,"Udaipur, Rajasthan — Sector 10",active
2381,500,Urban,"Lucknow, Uttar Pradesh — Sector 18",active
2382,500,Highway,"Kolkata, West Bengal — Sector 42",maintenance
2383,500,Highway,"Asansol, West Bengal — Sector 41",active
2384,500,Residential,"Gandhinagar, Gujarat — Sector 44",active
2385,500,Urban,"Howrah, West Bengal — Sector 7",active
2386,300,Railway Station,"Meerut, Uttar Pradesh — Sector 30",active
2387,100,Railway Station,"Amritsar, Punjab — Sector 10",active
2388,500,Urban,"Chennai, Tamil Nadu — Sector 46",active
2389,1000,Highway,"Jalandhar, Punjab — Sector 20",active
2390,750,Mall,"Kolhapur, Maharashtra — Sector 23",active
2391,100,Commercial,"Hubli, Karnataka — Sector 39",active
2392,200,Industrial,"Bangalore, Karnataka — Sector 7",active
2393,100,Mall,"Junagadh, Gujarat — Sector 12",active
2394,750,Residential,"Meerut, Uttar Pradesh — Sector 13",active
2395,300,Residential,"Agra, Uttar Pradesh — Sector 31",active
2396,200,Commercial,"Jalandhar, Punjab — Sector 4",active
2397,200,Industrial,"Solapur, Maharashtra — Sector 48",active
2398,750,Rural,"Coimbatore, Tamil Nadu — Sector 32",active
2399,1000,Commercial,"Gandhinagar, Gujarat — Sector 39",active
2400,300,Suburban,"Ahmedabad, Gujarat — Sector 34",active
2401,500,Rural,"Gandhinagar, Gujarat — Sector 14",active
2402,200,Airport,"Mumbai, Maharashtra — Sector 11",active
2403,500,Commercial,"Aurangabad, Maharashtra — Sector 11",active
2404,1000,Railway Station,"Chennai, Tamil Nadu — Sector 3",active
2405,300,Rural,"Gwalior, Madhya Pradesh — Sector 25",active
2406,750,Rural,"Rajkot, Gujarat — Sector 44",maintenance
2407,200,Commercial,"Delhi, Delhi — Sector 8",active
2408,300,Railway Station,"Thane, Maharashtra — Sector 42",active
2409,300,Airport,"Hubli, Karnataka — Sector 49",active
2410,1000,Mall,"Durgapur, West Bengal — Sector 17",inactive
2411,500,Commercial,"Coimbatore, Tamil Nadu — Sector 4",active
2412,1000,Railway Station,"Ludhiana, Punjab — Sector 21",active
2413,750,Industrial,"Pune, Maharashtra — Sector 38",active
2414,1000,Airport,"Madurai, Tamil Nadu — Sector 14",active
2415,500,Residential,"Asansol, West Bengal — Sector 2",active
2416,1000,Residential,"Gwalior, Madhya Pradesh — Sector 42",active
2417,300,Residential,"Delhi, Delhi — Sector 28",active
2418,500,Industrial,"Howrah, West Bengal — Sector 33",active
2419,500,Mall,"Pune, Maharashtra — Sector 5",active
2420,1000,Highway,"Ahmedabad, Gujarat — Sector 39",active
2421,200,Airport,"Asansol, West Bengal — Sector 2",active
2422,200,Suburban,"Jalandhar, Punjab — Sector 2",active
2423,300,Industrial,"Kolkata, West Bengal — Sector 28",active
2424,500,Urban,"Howrah, West Bengal — Sector 9",active
2425,100,Industrial,"Rajkot, Gujarat — Sector 28",active
2426,1000,Rural,"Delhi, Delhi — Sector 43",active
2427,300,Residential,"Visakhapatnam, Andhra Pradesh — Sector 48",inactive
2428,500,Residential,"Tiruchirappalli, Tamil Nadu — Sector 11",active
2429,500,Industrial,"Jaipur, Rajasthan — Sector 47",active
2430,300,Mall,"Salem, Tamil Nadu — Sector 50",active
2431,1000,Rural,"Ajmer, Rajasthan — Sector 36",maintenance
2432,200,Residential,"Tiruchirappalli, Tamil Nadu — Sector 18",maintenance
2433,500,Residential,"Mysore, Karnataka — Sector 3",active
2434,1000,Commercial,"Meerut, Uttar Pradesh — Sector 31",active
2435,200,Commercial,"Ujjain, Madhya Pradesh — Sector 10",inactive
2436,100,Residential,"Bhavnagar, Gujarat — Sector 17",active
2437,300,Highway,"Gwalior, Madhya Pradesh — Sector 43",active
2438,100,Suburban,"Pune, Maharashtra — Sector 40",active
2439,300,Airport,"Amritsar, Punjab — Sector 30",active
2440,200,Highway,"Vijayawada, Andhra Pradesh — Sector 16",active
2441,100,Residential,"Nashik, Maharashtra — Sector 9",active
2442,200,Residential,"Mangalore, Karnataka — Sector 50",maintenance
2443,750,Urban,"Vadodara, Gujarat — Sector 21",active
2444,750,Urban,"Udaipur, Rajasthan — Sector 21",active
2445,1000,Residential,"Bhavnagar, Gujarat — Sector 45",active
2446,1000,Railway Station,"Agra, Uttar Pradesh — Sector 22",active
2447,200,Suburban,"Surat, Gujarat — Sector 9",active
2448,750,Railway Station,"Rajkot, Gujarat — Sector 43",active
2449,500,Railway Station,"Siliguri, West Bengal — Sector 48",maintenance
2450,500,Mall,"Bellary, Karnataka — Sector 9",active
2451,1000,Rural,"Kolkata, West Bengal — Sector 33",active
2452,1000,Industrial,"Ajmer, Rajasthan — Sector 35",active
2453,750,Airport,"Guntur, Andhra Pradesh — Sector 31",maintenance
2454,1000,Urban,"Mysore, Karnataka — Sector 7",active
2455,200,Industrial,"Hyderabad, Telangana — Sector 10",active
2456,750,Mall,"Rajkot, Gujarat — Sector 29",inactive
2457,100,Commercial,"Vadodara, Gujarat — Sector 40",active
2458,1000,Rural,"Pune, Maharashtra — Sector 20",active
2459,500,Suburban,"Ahmedabad, Gujarat — Sector 48",maintenance
2460,750,Mall,"Ahmedabad, Gujarat — Sector 37",active
2461,750,Residential,"Warangal, Telangana — Sector 35",active
2462,750,Urban,"Bhopal, Madhya Pradesh — Sector 49",active
2463,200,Highway,"Howrah, West Bengal — Sector 31",maintenance
2464,500,Commercial,"Siliguri, West Bengal — Sector 35",maintenance
2465,200,Mall,"Tiruchirappalli, Tamil Nadu — Sector 22",maintenance
2466,750,Airport,"Tiruchirappalli, Tamil Nadu — Sector 6",active
2467,1000,Commercial,"Lucknow, Uttar Pradesh — Sector 30",active
2468,750,Commercial,"Ujjain, Madhya Pradesh — Sector 5",active
2469,1000,Airport,"Asansol, West Bengal — Sector 10",active
2470,500,Commercial,"Nagpur, Maharashtra — Sector 22",active
2471,1000,Highway,"Ghaziabad, Uttar Pradesh — Sector 2",active
2472,100,Airport,"Kolkata, West Bengal — Sector 9",active
2473,200,Highway,"Jalandhar, Punjab — Sector 4",active
2474,300,Rural,"Faridabad, Haryana — Sector 38",active
2475,200,Commercial,"Salem, Tamil Nadu — Sector 45",active
2476,750,Railway Station,"Patiala, Punjab — Sector 8",active
2477,500,Commercial,"Bellary, Karnataka — Sector 21",active
2478,750,Airport,"Coimbatore, Tamil Nadu — Sector 12",active
2479,300,Rural,"Junagadh, Gujarat — Sector 49",active
2480,100,Mall,"Mumbai, Maharashtra — Sector 28",active
2481,300,Commercial,"Meerut, Uttar Pradesh — Sector 41",maintenance
2482,200,Residential,"Jabalpur, Madhya Pradesh — Sector 24",maintenance
2483,1000,Residential,"Lucknow, Uttar Pradesh — Sector 8",active
2484,750,Railway Station,"Jalandhar, Punjab — Sector 42",active
2485,300,Urban,"Bhavnagar, Gujarat — Sector 50",active
2486,1000,Commercial,"Gurgaon, Haryana — Sector 48",active
2487,500,Railway Station,"Patiala, Punjab — Sector 22",active
2488,500,Railway Station,"Jodhpur, Rajasthan — Sector 30",inactive
2489,750,Mall,"Salem, Tamil Nadu — Sector 40",active
2490,750,Commercial,"Thane, Maharashtra — Sector 3",active
2491,300,Residential,"Vadodara, Gujarat — Sector 40",active
2492,500,Suburban,"Bellary, Karnataka — Sector 22",active
2493,500,Urban,"Agra, Uttar Pradesh — Sector 3",active
2494,750,Urban,"Kota, Rajasthan — Sector 30",active
2495,1000,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 23",active
2496,750,Highway,"Bhopal, Madhya Pradesh — Sector 17",active
2497,300,Airport,"Ujjain, Madhya Pradesh — Sector 37",active
2498,750,Railway Station,"Gandhinagar, Gujarat — Sector 15",active
2499,750,Commercial,"Ghaziabad, Uttar Pradesh — Sector 24",maintenance
2500,300,Suburban,"Noida, Uttar Pradesh — Sector 34",active
2501,1000,Commercial,"Tiruchirappalli, Tamil Nadu — Sector 31",active
2502,1000,Airport,"Delhi, Delhi — Sector 7",inactive
2503,1000,Railway Station,"Tiruchirappalli, Tamil Nadu — Sector 31",active
2504,500,Urban,"Bellary, Karnataka — Sector 5",active
2505,200,Commercial,"Chandigarh, Punjab — Sector 30",active
2506,300,Industrial,"Jabalpur, Madhya Pradesh — Sector 17",active
2507,500,Railway Station,"Ghaziabad, Uttar Pradesh — Sector 8",active
2508,1000,Highway,"Agra, Uttar Pradesh — Sector 40",active
2509,300,Mall,"Jabalpur, Madhya Pradesh — Sector 16",inactive
2510,750,Suburban,"Kolhapur, Maharashtra — Sector 10",active
2511,300,Suburban,"Agra, Uttar Pradesh — Sector 14",active
2512,100,Residential,"Surat, Gujarat — Sector 7",active
2513,100,Residential,"Jabalpur, Madhya Pradesh — Sector 38",active
2514,200,Suburban,"Hubli, Karnataka — Sector 19",active
2515,200,Rural,"Aurangabad, Maharashtra — Sector 13",active
2516,300,Residential,"Amritsar, Punjab — Sector 4",maintenance
2517,1000,Mall,"Hubli, Karnataka — Sector 18",active
2518,100,Airport,"Hubli, Karnataka — Sector 28",active
2519,1000,Urban,"Siliguri, West Bengal — Sector 32",active
2520,1000,Rural,"Kolkata, West Bengal — Sector 19",active
2521,100,Railway Station,"Kolhapur, Maharashtra — Sector 22",active
2522,200,Railway Station,"Bellary, Karnataka — Sector 29",maintenance
2523,100,Suburban,"Junagadh, Gujarat — Sector 30",maintenance
2524,100,Rural,"Surat, Gujarat — Sector 36",active
2525,100,Residential,"Ghaziabad, Uttar Pradesh — Sector 39",active
2526,300,Railway Station,"Jaipur, Rajasthan — Sector 6",active
2527,500,Commercial,"Ghaziabad, Uttar Pradesh — Sector 6",maintenance
2528,1000,Residential,"Visakhapatnam, Andhra Pradesh — Sector 21",active
2529,200,Suburban,"Amritsar, Punjab — Sector 41",active
2530,300,Highway,"Jodhpur, Rajasthan — Sector 28",maintenance
2531,1000,Railway Station,"Lucknow, Uttar Pradesh — Sector 14",active
2532,100,Highway,"Pune, Maharashtra — Sector 43",inactive
2533,100,Railway Station,"Jalandhar, Punjab — Sector 22",active
2534,100,Residential,"Hubli, Karnataka — Sector 41",active
2535,200,Railway Station,"Gurgaon, Haryana — Sector 50",active
2536,1000,Mall,"Durgapur, West Bengal — Sector 50",active
2537,100,Airport,"Lucknow, Uttar Pradesh — Sector 23",active
2538,1000,Rural,"Gwalior, Madhya Pradesh — Sector 28",active
2539,100,Residential,"Bhavnagar, Gujarat — Sector 30",active
2540,100,Urban,"Visakhapatnam, Andhra Pradesh — Sector 9",active
2541,750,Rural,"Chennai, Tamil Nadu — Sector 11",active
2542,300,Airport,"Rajkot, Gujarat — Sector 36",active
2543,500,Airport,"Hubli, Karnataka — Sector 24",active
2544,300,Residential,"Ahmedabad, Gujarat — Sector 8",active
2545,100,Mall,"Jaipur, Rajasthan — Sector 40",active
2546,750,Highway,"Bhopal, Madhya Pradesh — Sector 18",active
2547,500,Urban,"Kota, Rajasthan — Sector 10",active
2548,750,Residential,"Mumbai, Maharashtra — Sector 38",active
2549,300,Airport,"Bhavnagar, Gujarat — Sector 8",maintenance
2550,750,Residential,"Vadodara, Gujarat — Sector 15",active
2551,1000,Suburban,"Bhopal, Madhya Pradesh — Sector 17",maintenance
2552,300,Commercial,"Guntur, Andhra Pradesh — Sector 21",active
2553,100,Urban,"Junagadh, Gujarat — Sector 24",active
2554,1000,Suburban,"Mangalore, Karnataka — Sector 44",active
2555,500,Commercial,"Ujjain, Madhya Pradesh — Sector 48",active
2556,500,Mall,"Bikaner, Rajasthan — Sector 41",active
2557,200,Rural,"Gandhinagar, Gujarat — Sector 18",active
2558,1000,Commercial,"Vadodara, Gujarat — Sector 27",active
2559,500,Airport,"Mysore, Karnataka — Sector 45",active
2560,200,Railway Station,"Lucknow, Uttar Pradesh — Sector 3",active
2561,200,Rural,"Meerut, Uttar Pradesh — Sector 36",active
2562,500,Airport,"Guntur, Andhra Pradesh — Sector 49",active
2563,300,Mall,"Ajmer, Rajasthan — Sector 39",active
2564,500,Suburban,"Delhi, Delhi — Sector 30",active
2565,750,Urban,"Indore, Madhya Pradesh — Sector 26",active
2566,1000,Commercial,"Thane, Maharashtra — Sector 35",active
2567,750,Mall,"Hyderabad, Telangana — Sector 45",active
2568,200,Highway,"Nashik, Maharashtra — Sector 15",active
2569,500,Highway,"Ahmedabad, Gujarat — Sector 26",active
2570,750,Suburban,"Junagadh, Gujarat — Sector 6",active
2571,750,Industrial,"Hyderabad, Telangana — Sector 39",active
2572,750,Commercial,"Solapur, Maharashtra — Sector 36",active
2573,1000,Suburban,"Salem, Tamil Nadu — Sector 45",active
2574,750,Suburban,"Ludhiana, Punjab — Sector 22",active
2575,500,Industrial,"Chandigarh, Punjab — Sector 11",active
2576,100,Mall,"Thane, Maharashtra — Sector 15",active
2577,1000,Industrial,"Madurai, Tamil Nadu — Sector 31",active
2578,300,Suburban,"Gurgaon, Haryana — Sector 35",active
2579,750,Commercial,"Bangalore, Karnataka — Sector 24",active
2580,750,Residential,"Gandhinagar, Gujarat — Sector 27",active
2581,200,Suburban,"Lucknow, Uttar Pradesh — Sector 22",active
2582,100,Urban,"Gwalior, Madhya Pradesh — Sector 23",active
2583,200,Highway,"Patiala, Punjab — Sector 33",active
2584,300,Commercial,"Ajmer, Rajasthan — Sector 13",active
2585,1000,Industrial,"Nashik, Maharashtra — Sector 46",active
2586,750,Airport,"Hyderabad, Telangana — Sector 1",active
2587,500,Railway Station,"Amritsar, Punjab — Sector 18",active
2588,200,Commercial,"Kolkata, West Bengal — Sector 30",active
2589,300,Highway,"Ajmer, Rajasthan — Sector 24",active
2590,750,Railway Station,"Gwalior, Madhya Pradesh — Sector 29",active
2591,300,Residential,"Thane, Maharashtra — Sector 23",active
2592,200,Commercial,"Ujjain, Madhya Pradesh — Sector 8",active
2593,300,Residential,"Solapur, Maharashtra — Sector 43",active
2594,750,Urban,"Asansol, West Bengal — Sector 17",active
2595,1000,Residential,"Salem, Tamil Nadu — Sector 28",active
2596,750,Airport,"Nagpur, Maharashtra — Sector 2",active
2597,750,Commercial,"Siliguri, West Bengal — Sector 14",active
2598,100,Urban,"Mangalore, Karnataka — Sector 26",active
2599,500,Commercial,"Jaipur, Rajasthan — Sector 36",active
2600,500,Railway Station,"Mysore, Karnataka — Sector 44",active
2601,750,Highway,"Asansol, West Bengal — Sector 44",active
2602,500,Commercial,"Aurangabad, Maharashtra — Sector 35",active
2603,1000,Residential,"Jamnagar, Gujarat — Sector 8",active
2604,200,Industrial,"Ajmer, Rajasthan — Sector 8",active
2605,500,Industrial,"Junagadh, Gujarat — Sector 10",active
2606,750,Mall,"Tiruchirappalli, Tamil Nadu — Sector 27",active
2607,300,Residential,"Ghaziabad, Uttar Pradesh — Sector 29",active
2608,500,Industrial,"Howrah, West Bengal — Sector 43",active
2609,500,Mall,"Amritsar, Punjab — Sector 43",active
2610,500,Mall,"Vijayawada, Andhra Pradesh — Sector 2",active
2611,750,Urban,"Guntur, Andhra Pradesh — Sector 28",active
2612,1000,Commercial,"Agra, Uttar Pradesh — Sector 40",inactive
2613,200,Urban,"Agra, Uttar Pradesh — Sector 46",active
2614,100,Commercial,"Gwalior, Madhya Pradesh — Sector 2",active
2615,200,Suburban,"Kolhapur, Maharashtra — Sector 30",active
2616,100,Residential,"Jaipur, Rajasthan — Sector 4",maintenance
2617,200,Urban,"Visakhapatnam, Andhra Pradesh — Sector 1",active
2618,200,Residential,"Ajmer, Rajasthan — Sector 27",active
2619,500,Industrial,"Jabalpur, Madhya Pradesh — Sector 20",inactive
2620,300,Airport,"Bhavnagar, Gujarat — Sector 25",active
2621,750,Industrial,"Indore, Madhya Pradesh — Sector 15",active
2622,750,Commercial,"Ahmedabad, Gujarat — Sector 30",inactive
2623,500,Urban,"Ludhiana, Punjab — Sector 42",active
2624,1000,Industrial,"Jaipur, Rajasthan — Sector 38",maintenance
2625,200,Industrial,"Bangalore, Karnataka — Sector 9",active
2626,200,Industrial,"Mangalore, Karnataka — Sector 2",active
2627,300,Highway,"Meerut, Uttar Pradesh — Sector 50",active
2628,200,Commercial,"Jabalpur, Madhya Pradesh — Sector 44",active
2629,750,Mall,"Jaipur, Rajasthan — Sector 40",active
2630,200,Commercial,"Ghaziabad, Uttar Pradesh — Sector 12",active
2631,1000,Commercial,"Meerut, Uttar Pradesh — Sector 26",maintenance
2632,300,Railway Station,"Solapur, Maharashtra — Sector 4",active
2633,300,Highway,"Noida, Uttar Pradesh — Sector 6",maintenance
2634,1000,Rural,"Lucknow, Uttar Pradesh — Sector 6",active
2635,1000,Highway,"Jabalpur, Madhya Pradesh — Sector 5",active
2636,500,Highway,"Warangal, Telangana — Sector 27",active
2637,1000,Highway,"Bhavnagar, Gujarat — Sector 26",active
2638,750,Railway Station,"Udaipur, Rajasthan — Sector 16",active
2639,500,Highway,"Gandhinagar, Gujarat — Sector 45",active
2640,500,Commercial,"Tiruchirappalli, Tamil Nadu — Sector 40",active
2641,300,Railway Station,"Gwalior, Madhya Pradesh — Sector 3",active
2642,1000,Industrial,"Hubli, Karnataka — Sector 21",active
2643,750,Mall,"Bellary, Karnataka — Sector 2",active
2644,200,Highway,"Nashik, Maharashtra — Sector 42",maintenance
2645,100,Suburban,"Gandhinagar, Gujarat — Sector 47",active
2646,1000,Urban,"Bhopal, Madhya Pradesh — Sector 49",inactive
2647,100,Airport,"Bangalore, Karnataka — Sector 18",active
